#Bat,#P,25-Man,2B,3B,AB,Avg_Salary,BA,BB9,BB_x,BB_y,BF,BK,BatAge,Buried,CG,CS,Disabled List,ER,ERA,ERA+,FIP,GDP,GF,GS,G_x,G_y,H9,HBP_x,HBP_y,HR9,HR_x,HR_y,H_x,H_y,IBB_x,IBB_y,IP,LOB_x,LOB_y,OBP,OPS,OPS+,PA,PAge,R/G,RA/G,RBI,R_x,R_y,Rank,Retained,Roster,SB,SF,SH,SLG,SO/W,SO9,SO_x,SO_y,SV,Suspended,TB,Tm,Total Payroll,W,WHIP,WP,Year,cSho,tSho
48,26,155978895.0,363,29,5651,4164250.341463415,0.277,3.2,581,524,6143,5,29.6,,5,19,,613,3.79,109,3.84,137,157,162,162,162,8.5,72,47,1.0,178,156,1566,1366,51,10,1454.0,1212,1125,0.349,0.795,116,6382,30.2,5.27,4.05,819,853,656,,,41,123,50,24,0.446,2.47,8.0,1308,1294,33,,2521,BOS,170734264.0,97,1.3,47,2013,2,8
56,31,48057243.0,297,18,5498,2632971.0263157897,0.238,3.4,439,540,6149,4,27.9,,3,32,,643,4.0,97,4.1,120,159,162,162,162,8.3,67,62,1.0,172,160,1307,1332,28,43,1448.0,1092,1116,0.3,0.693,89,6079,28.7,3.72,4.25,576,602,689,,,38,63,30,43,0.392,2.19,7.4,1230,1184,39,,2156,CHC,100052899.0,66,1.293,59,2013,1,6
47,24,82929539.0,237,19,5563,3193645.571428572,0.249,3.1,411,509,6214,4,29.2,,5,42,,643,3.98,106,4.13,124,157,162,162,162,8.8,34,60,1.1,148,182,1385,1424,23,24,1455.0,1068,1126,0.302,0.68,84,6077,27.1,3.69,4.46,574,598,723,,,35,105,48,19,0.378,2.45,7.7,1207,1249,40,,2104,CHW,111777595.0,63,1.329,62,2013,1,5
39,20,97657483.0,274,20,5499,3053077.6470588236,0.249,2.7,585,435,6077,5,28.5,,5,35,,554,3.38,112,3.81,129,157,162,162,162,7.9,76,66,1.0,155,170,1370,1294,65,28,1473.2,1191,1067,0.327,0.718,98,6293,27.7,4.31,3.64,664,698,589,,,34,67,46,85,0.391,2.98,7.9,1245,1296,43,,2149,CIN,103804640.0,90,1.173,44,2013,2,17
49,28,68279465.0,290,23,5465,2735555.7941176468,0.255,3.5,562,554,6154,3,28.6,,3,36,,611,3.82,100,3.73,106,159,162,162,162,8.5,51,58,0.9,171,147,1391,1359,19,26,1441.1,1126,1168,0.327,0.737,107,6165,27.5,4.6,4.09,711,745,662,,,34,117,56,31,0.41,2.49,8.6,1283,1379,38,,2240,CLE,93008897.0,92,1.327,71,2013,3,16
43,23,74020354.0,283,36,5599,2032605.743589744,0.27,3.2,427,517,6248,15,27.7,,1,32,,708,4.44,101,3.96,111,161,162,162,162,9.7,26,40,0.9,159,136,1511,1545,26,52,1436.0,1118,1180,0.32299999999999995,0.741,91,6152,28.3,4.36,4.69,673,706,760,,,39,112,35,65,0.418,2.06,6.7,1204,1064,35,,2343,COL,79271624.0,74,1.436,62,2013,0,5
39,20,145423867.0,292,23,5735,4850735.59375,0.28300000000000003,2.8,531,462,6119,7,30.0,,3,20,,587,3.61,116,3.27,146,159,162,162,162,8.4,43,42,0.8,176,128,1625,1369,40,29,1462.2,1250,1107,0.34600000000000003,0.78,111,6388,28.4,4.91,3.85,767,796,624,,,32,35,47,32,0.434,3.09,8.8,1073,1428,39,,2491,DET,155223539.0,93,1.252,63,2013,1,12
50,26,11675066.0,266,16,5457,1077815.5454545454,0.24,3.9,426,616,6370,6,25.8,,2,61,,766,4.79,85,4.67,110,160,162,162,162,9.6,52,56,1.2,148,191,1307,1530,17,32,1440.0,1007,1202,0.299,0.674,86,6020,27.2,3.77,5.23,566,610,848,,,33,110,38,46,0.375,1.76,6.8,1535,1084,32,,2049,HOU,35567913.0,51,1.49,61,2013,1,5
43,21,75494673.0,254,34,5549,2164062.4102564105,0.26,2.9,422,469,6049,4,26.9,,5,32,,555,3.45,120,3.83,131,157,162,162,162,8.5,42,41,1.0,112,155,1443,1366,38,21,1448.1,1110,1103,0.315,0.6940000000000001,89,6093,28.9,4.0,3.71,620,648,601,,,39,153,42,37,0.379,2.58,7.5,1048,1208,52,,2101,KCR,84398434.0,86,1.267,60,2013,2,12
49,26,116449230.0,270,39,5588,4041002.942857143,0.264,3.3,523,533,6298,4,27.8,,4,34,,685,4.23,89,4.08,150,158,162,162,162,9.1,48,45,1.0,164,167,1476,1475,40,36,1457.2,1144,1188,0.329,0.743,110,6260,29.1,4.52,4.55,696,733,737,,,35,82,64,37,0.414,2.25,7.4,1221,1200,41,,2316,LAA,141435103.0,78,1.378,74,2013,2,12
49,27,207344759.0,281,17,5491,6151137.820512821,0.264,2.9,476,460,6032,3,30.6,,7,28,,524,3.25,110,3.44,130,155,162,162,162,8.2,57,43,0.8,138,127,1447,1321,45,44,1450.1,1175,1099,0.326,0.722,103,6145,28.1,4.01,3.59,618,649,582,,,39,78,48,71,0.396,2.81,8.0,1146,1292,46,,2176,LAD,239894375.0,92,1.228,66,2013,4,22
53,26,23618327.0,219,31,5449,1029386.9142857144,0.231,3.2,432,526,6166,2,27.7,,2,29,,602,3.71,104,3.69,131,160,162,162,162,8.5,56,47,0.7,95,121,1257,1376,31,58,1460.0,1080,1140,0.293,0.627,73,6021,26.0,3.17,3.99,485,513,646,,,35,78,26,57,0.335,2.24,7.3,1232,1177,36,,1823,MIA,36028542.0,62,1.3030000000000002,53,2013,1,13
40,21,69142690.0,238,43,5474,2520601.285714286,0.252,2.9,407,466,6100,2,27.9,,4,50,,615,3.84,101,4.12,116,158,162,162,162,8.7,71,43,1.1,157,175,1381,1401,22,29,1442.2,1071,1085,0.311,0.708,93,6064,28.8,3.95,4.24,610,640,687,,,35,142,35,77,0.398,2.41,7.0,1183,1125,40,,2176,MIL,88221045.0,74,1.294,51,2013,2,15
44,23,56942945.0,285,15,5564,2327397.0857142857,0.242,2.8,533,458,6257,4,28.2,,1,33,,733,4.55,90,4.23,103,161,162,162,162,9.9,52,44,1.0,151,168,1346,1591,20,31,1450.1,1206,1118,0.312,0.6920000000000001,90,6212,28.3,3.79,4.86,590,614,788,,,35,52,32,29,0.38,2.15,6.1,1430,985,40,,2114,MIN,81458898.0,66,1.413,50,2013,1,7
53,29,44861236.0,263,32,5559,2665810.8947368427,0.237,2.8,512,458,6249,3,28.3,,4,35,,618,3.77,95,3.79,106,158,162,162,162,8.8,51,54,0.9,130,152,1318,1442,40,38,1476.2,1137,1135,0.306,0.672,91,6207,29.1,3.82,4.22,593,619,684,,,38,114,32,53,0.366,2.64,7.4,1384,1209,40,,2035,NYM,101300814.0,74,1.287,47,2013,2,10
56,24,207768301.0,247,24,5449,6135613.846153846,0.242,2.7,466,437,6128,1,31.9,,7,31,,633,3.94,102,3.89,121,155,162,162,162,9.0,57,51,1.1,144,171,1321,1452,33,34,1447.1,1064,1115,0.307,0.6829999999999999,88,6045,31.8,4.01,4.14,614,650,671,,,39,115,36,36,0.376,2.82,7.7,1214,1233,49,,2048,NYY,239288940.0,85,1.305,57,2013,3,10
44,19,62190572.0,301,25,5521,1764618.8684210526,0.254,2.7,573,428,6069,1,28.3,,6,28,,574,3.56,109,3.83,108,156,162,162,162,8.3,45,35,1.0,186,163,1403,1339,29,23,1452.0,1126,1088,0.327,0.745,107,6209,28.3,4.73,3.86,725,767,625,,,38,74,49,21,0.419,2.76,7.3,1178,1183,46,,2312,OAK,67055517.0,96,1.217,56,2013,4,13
51,27,153273261.0,255,32,5456,4088422.45,0.248,3.2,417,506,6213,6,30.0,,6,29,,689,4.32,87,3.94,131,156,162,162,162,9.2,53,62,1.0,140,152,1355,1465,41,33,1436.1,1061,1155,0.306,0.69,91,6014,28.7,3.77,4.62,578,610,749,,,40,73,31,57,0.384,2.37,7.5,1205,1199,32,,2094,PHI,163536898.0,73,1.372,48,2013,2,3
49,29,65262905.0,273,35,5486,1931918.4864864862,0.245,3.2,469,515,6147,6,27.9,,3,42,,533,3.26,109,3.42,120,159,162,162,162,7.9,88,70,0.6,161,101,1346,1299,41,26,1470.2,1126,1158,0.313,0.7090000000000001,100,6135,28.7,3.91,3.56,603,634,577,,,37,94,29,62,0.396,2.45,7.7,1330,1261,55,,2172,PIT,71480984.0,94,1.233,81,2013,0,16
47,23,63615894.0,246,26,5517,1832158.525,0.245,3.2,467,525,6179,2,28.1,,3,34,,643,3.98,86,4.0,99,159,162,162,162,8.7,52,40,1.0,146,156,1349,1407,36,31,1455.0,1126,1114,0.308,0.6859999999999999,97,6122,28.8,3.81,4.32,578,618,700,,,40,118,34,52,0.378,2.23,7.2,1309,1171,40,,2085,SDP,73286341.0,76,1.328,51,2013,1,6
47,22,63266296.0,249,17,5558,2447647.705882353,0.237,2.9,529,478,6257,1,28.7,,4,23,,702,4.31,86,3.89,122,158,162,162,162,9.0,31,42,1.1,188,174,1318,1467,21,48,1465.0,1131,1108,0.306,0.695,98,6172,28.0,3.85,4.65,597,624,754,,,34,49,28,26,0.39,2.71,8.0,1353,1297,43,,2165,SEA,83220022.0,71,1.328,74,2013,2,14
44,21,135382980.0,280,35,5552,3791356.378378378,0.26,3.2,469,521,6163,4,28.7,,2,26,,643,4.0,87,3.8,131,160,162,162,162,8.6,39,50,0.9,107,145,1446,1380,40,64,1447.1,1187,1130,0.32,0.7020000000000001,100,6168,29.6,3.88,4.27,596,629,691,,,37,67,42,66,0.381,2.41,7.8,1078,1256,41,,2117,SFG,140280186.0,76,1.3130000000000002,60,2013,2,13
44,25,95053922.0,322,20,5557,3171490.1842105263,0.269,2.8,481,451,6104,1,28.7,,7,22,,555,3.42,110,3.39,154,155,162,162,162,8.4,64,64,0.7,125,112,1494,1366,38,26,1459.2,1087,1129,0.332,0.733,102,6202,26.9,4.83,3.68,745,783,596,,,38,45,44,56,0.401,2.78,7.7,1110,1254,44,,2231,STL,120516627.0,97,1.245,33,2013,4,15
42,21,67029393.0,296,23,5538,1864322.575,0.257,3.0,589,482,6083,6,29.5,,9,38,,608,3.74,103,3.71,140,154,163,163,163,8.1,36,52,0.9,165,153,1421,1315,31,38,1464.0,1172,1045,0.329,0.737,106,6242,29.0,4.29,3.96,670,700,646,,,40,73,55,24,0.408,2.72,8.1,1171,1310,42,,2258,TBR,74572903.0,92,1.227,69,2013,3,17
46,25,114162497.0,262,23,5585,3536849.8974358975,0.262,3.1,462,498,6146,5,29.6,,4,46,,589,3.62,114,3.77,124,159,163,163,163,8.4,61,48,1.0,176,157,1465,1370,26,35,1463.1,1110,1120,0.32299999999999995,0.735,100,6196,27.9,4.48,3.9,691,730,636,,,39,149,42,45,0.412,2.63,8.1,1067,1309,46,,2301,TEX,137937146.0,91,1.277,68,2013,2,10
53,31,118289792.0,273,24,5537,3213930.926829268,0.252,3.1,510,500,6250,7,28.9,,4,41,,685,4.25,97,4.3,133,158,162,162,162,9.0,38,65,1.2,185,195,1398,1451,19,33,1452.0,1065,1138,0.318,0.7290000000000001,99,6152,30.9,4.4,4.67,669,712,756,,,41,112,38,29,0.411,2.42,7.5,1123,1208,39,,2274,TOR,131771168.0,74,1.344,54,2013,2,11
44,21,110761470.0,259,27,5436,3075875.6315789474,0.251,2.5,464,405,6038,8,27.7,,6,28,,576,3.59,106,3.56,115,156,162,162,162,8.5,40,48,0.9,161,142,1365,1367,35,17,1445.2,1071,1075,0.313,0.71,94,6047,27.7,4.05,3.86,621,656,626,,,38,88,39,68,0.398,3.05,7.7,1192,1236,47,,2161,WSN,116883274.0,86,1.226,43,2013,4,13
52,25,68514917.0,259,47,5552,2662062.975,0.248,2.9,398,469,6162,5,27.6,2500000.0,2,33,9500000.0,683,4.26,88,3.83,115,160,162,162,162,9.1,43,51,1.0,118,154,1379,1467,31,43,1444.1,1092,1087,0.302,0.6779999999999999,88,6089,28.0,3.8,4.58,573,615,742,17.0,28134272.0,40,86,36,56,0.376,2.72,8.0,1165,1278,35,0.0,2086,ARI,106482519.0,64,1.34,50,2014,1,4
39,20,102713304.0,240,22,5468,2996556.5897435895,0.241,2.9,472,472,6087,1,26.8,1000000.0,5,33,0.0,547,3.38,106,3.47,121,157,162,162,162,8.5,43,37,0.7,123,121,1316,1369,31,36,1455.0,1128,1125,0.305,0.665,88,6064,27.3,3.54,3.69,545,573,597,12.0,14100492.0,39,95,27,53,0.36,2.76,8.0,1369,1301,54,0.0,1969,ATL,116865707.0,79,1.265,75,2014,2,13
44,20,105470318.0,264,16,5596,3154526.1944444445,0.256,2.9,401,472,6104,2,28.3,3225000.0,3,20,3000000.0,557,3.43,115,3.96,112,159,162,162,162,8.3,62,59,0.9,211,151,1434,1342,29,25,1461.1,1088,1127,0.311,0.7340000000000001,104,6130,27.7,4.35,3.66,681,705,593,13.0,2282926.0,36,44,36,35,0.422,2.49,7.2,1285,1174,53,0.0,2363,BAL,113562943.0,96,1.241,42,2014,2,13
55,25,95417971.0,282,20,5551,4476204.157894737,0.244,3.0,535,482,6231,5,29.1,500000.0,3,25,0.0,653,4.01,100,3.93,138,159,162,162,162,9.0,68,47,0.9,123,154,1355,1458,36,19,1465.2,1168,1119,0.316,0.684,91,6226,29.9,3.91,4.41,601,634,715,6.0,61397733.0,38,63,52,20,0.369,2.52,7.4,1337,1213,36,0.0,2046,BOS,170095758.0,71,1.324,51,2014,2,7
48,27,53604470.0,270,31,5508,2356308.9736842103,0.239,3.1,442,504,6208,3,26.8,2203500.0,1,40,0.0,636,3.91,97,3.51,94,161,162,162,162,8.6,54,55,0.7,157,115,1315,1398,29,37,1463.1,1069,1111,0.3,0.684,89,6102,28.0,3.79,4.36,590,614,707,22.0,34683034.0,38,65,41,57,0.385,2.6,8.1,1477,1311,37,0.0,2118,CHC,89539741.0,73,1.3,64,2014,1,11
44,26,60305897.0,279,32,5543,2878104.3870967743,0.253,3.5,417,557,6255,3,27.7,1512400.0,3,36,0.0,687,4.29,88,4.09,127,159,162,162,162,9.2,60,69,0.9,155,140,1400,1468,33,42,1441.0,1071,1174,0.31,0.708,102,6077,27.4,4.07,4.68,625,660,758,23.0,28411749.0,31,85,38,19,0.398,2.07,7.2,1362,1152,36,0.0,2208,CHW,89221236.0,73,1.405,75,2014,0,6
45,25,99229931.0,254,20,5395,3238609.0857142857,0.238,3.2,415,507,6067,5,29.0,2714285.0,5,52,6000000.0,576,3.59,103,4.01,88,157,162,162,162,8.0,52,69,1.0,131,163,1282,1282,22,33,1446.0,1037,1117,0.29600000000000004,0.6609999999999999,85,5978,28.0,3.67,3.78,562,595,612,14.0,6890711.0,35,122,37,76,0.365,2.54,8.0,1252,1290,44,0.0,1969,CIN,113351318.0,76,1.237,45,2014,3,13
46,23,59720646.0,284,23,5575,2556663.878787879,0.253,2.8,504,464,6193,2,28.6,1430000.0,6,27,1000000.0,581,3.56,110,3.42,126,156,162,162,162,8.6,42,58,0.8,142,135,1411,1398,24,51,1468.1,1154,1135,0.317,0.706,97,6222,27.2,4.13,4.03,644,669,653,26.0,23415930.0,33,104,49,51,0.389,3.13,8.9,1189,1450,40,0.0,2167,CLE,84369908.0,85,1.268,56,2014,4,15
49,26,96456583.0,307,41,5612,2478450.717948718,0.276,3.3,397,531,6248,8,27.3,0.0,1,48,0.0,770,4.84,88,4.43,121,161,162,162,162,9.6,48,54,1.1,186,173,1551,1528,39,32,1431.0,1072,1137,0.327,0.772,102,6164,28.5,4.66,5.05,721,755,818,19.0,202995.0,39,85,48,59,0.445,2.02,6.8,1281,1074,24,0.0,2498,COL,96659578.0,66,1.439,72,2014,1,4
48,30,147009969.0,325,26,5630,4914177.714285715,0.277,2.9,443,462,6191,9,29.8,1504000.0,5,41,17310000.0,648,4.01,97,3.6,137,157,162,162,162,9.1,44,42,0.8,155,127,1557,1475,51,34,1454.0,1111,1124,0.331,0.757,113,6202,28.5,4.67,4.35,731,757,705,4.0,7255247.0,35,106,61,24,0.426,2.69,7.7,1144,1244,41,0.0,2399,DET,171996220.0,90,1.332,43,2014,4,8
48,28,41637464.0,240,19,5447,1359986.5789473685,0.242,3.0,495,484,6154,7,25.4,1500000.0,7,37,3594262.0,657,4.11,94,3.93,122,155,162,162,162,9.0,55,52,0.9,163,139,1317,1437,27,32,1438.2,1086,1115,0.309,0.6920000000000001,96,6055,27.9,3.88,4.46,596,629,723,29.0,6051590.0,38,122,36,22,0.383,2.35,7.1,1442,1137,31,0.0,2084,HOU,51679490.0,70,1.335,57,2014,2,3
48,23,90536848.0,286,29,5545,2737730.5555555555,0.263,2.7,380,440,6101,6,28.2,3335000.0,3,36,0.0,565,3.51,113,3.69,131,159,162,162,162,8.6,53,56,0.8,95,128,1456,1386,22,14,1450.2,1080,1125,0.314,0.69,92,6058,28.9,4.02,3.85,604,651,624,18.0,4686452.0,36,153,47,33,0.376,2.65,7.2,985,1168,53,0.0,2085,KCR,98558300.0,89,1.259,58,2014,2,14
54,31,132451972.0,304,31,5652,4034225.634146342,0.259,3.1,492,504,6179,4,29.3,900000.0,3,39,0.0,590,3.58,101,3.57,112,159,162,162,162,7.9,60,63,0.8,155,126,1464,1307,42,41,1482.2,1113,1101,0.322,0.728,110,6285,28.4,4.77,3.89,729,773,630,7.0,32051279.0,41,81,54,26,0.406,2.66,8.1,1266,1342,46,0.0,2295,LAA,165403251.0,98,1.221,74,2014,2,13
49,25,234067142.0,302,38,5560,7039061.2,0.265,2.6,519,429,6075,4,29.4,3700000.0,7,50,1500000.0,554,3.4,103,3.48,119,155,162,162,162,8.2,61,41,0.9,134,142,1476,1338,30,35,1464.2,1159,1064,0.333,0.738,110,6231,29.9,4.43,3.81,686,718,617,1.0,7100000.0,35,138,43,47,0.406,3.2,8.4,1246,1373,47,0.0,2256,LAD,246367142.0,94,1.206,64,2014,3,16
45,25,39231780.0,254,36,5538,1490335.1764705882,0.253,2.8,501,458,6217,4,27.4,0.0,3,21,3500000.0,613,3.78,98,3.56,143,159,162,162,162,9.1,35,49,0.7,122,114,1399,1481,49,35,1457.2,1145,1170,0.317,0.6940000000000001,94,6185,26.4,3.98,4.16,614,645,674,30.0,7939616.0,34,58,39,71,0.378,2.6,7.3,1419,1190,42,0.0,2091,MIA,50671396.0,77,1.33,56,2014,3,16
40,21,108174589.0,297,28,5462,3071584.611111112,0.25,2.7,423,431,6106,2,28.8,1000000.0,3,43,0.0,594,3.67,103,3.89,135,159,162,162,162,8.6,73,42,1.0,150,167,1366,1386,32,20,1457.2,1049,1076,0.311,0.708,95,6065,29.0,4.01,4.06,617,650,657,15.0,2320491.0,36,102,37,70,0.397,2.89,7.7,1197,1246,45,0.0,2169,MIL,110577046.0,82,1.247,44,2014,3,9
48,23,72140448.0,316,27,5567,2573367.0,0.254,2.6,544,408,6212,6,27.5,500000.0,2,36,0.0,728,4.57,86,3.97,97,160,162,162,162,10.0,53,45,0.9,128,147,1412,1588,29,24,1435.0,1176,1130,0.324,0.713,100,6233,29.2,4.41,4.8,675,715,777,24.0,15337637.0,34,99,44,25,0.389,2.53,6.5,1329,1031,38,0.0,2166,MIN,87494478.0,70,1.391,50,2014,0,7
45,22,73675535.0,275,19,5472,2862970.8181818184,0.239,3.1,516,509,6170,1,28.4,3025000.0,1,34,345811.0,568,3.49,99,3.75,112,161,162,162,162,8.4,54,50,0.9,125,141,1306,1370,42,38,1463.2,1123,1161,0.308,0.6729999999999999,93,6145,28.9,3.88,3.81,602,629,618,20.0,19290982.0,33,101,44,59,0.364,2.56,8.0,1264,1303,42,0.0,1994,NYM,94478037.0,79,1.284,56,2014,1,11
58,33,198020464.0,247,26,5497,5808054.891891892,0.245,2.5,452,398,6114,6,32.8,1022125.0,5,26,0.0,605,3.75,103,3.67,111,157,162,162,162,8.6,56,65,1.0,147,164,1349,1392,16,23,1453.0,1098,1091,0.307,0.687,94,6082,29.3,3.91,4.1,591,633,664,2.0,16763048.0,37,112,47,29,0.38,3.44,8.5,1133,1370,48,0.0,2089,NYY,214898031.0,84,1.232,49,2014,2,10
45,23,65760582.0,253,33,5545,2671954.6285714284,0.244,2.5,586,406,5972,1,29.6,5375000.0,7,20,733879.0,524,3.22,116,3.67,118,155,162,162,162,7.8,49,48,0.9,146,147,1354,1269,34,28,1463.1,1147,1010,0.32,0.7,100,6245,28.2,4.5,3.53,686,729,572,21.0,22605236.0,35,83,43,19,0.381,3.06,7.7,1104,1244,31,0.0,2111,OAK,93518412.0,88,1.145,59,2014,3,13
49,26,145123014.0,251,27,5603,5835386.833333332,0.242,3.2,443,521,6261,1,30.7,3500000.0,2,26,25000000.0,619,3.79,99,3.81,94,160,162,162,162,8.6,55,69,0.8,125,134,1356,1396,42,43,1468.1,1147,1169,0.302,0.665,85,6198,30.1,3.82,4.24,584,619,687,3.0,4263731.0,30,109,37,59,0.363,2.41,7.7,1306,1255,40,0.0,2036,PHI,175061605.0,73,1.306,49,2014,0,12
45,23,68883439.0,275,30,5536,2483035.9677419355,0.259,3.1,520,499,6130,3,27.3,1950000.0,2,47,505500.0,562,3.47,103,3.8,127,160,162,162,162,8.3,78,88,0.8,156,128,1436,1341,46,43,1456.1,1192,1130,0.33,0.7340000000000001,106,6224,28.1,4.21,3.9,659,682,631,27.0,7320970.0,31,104,35,54,0.404,2.46,7.6,1244,1228,48,0.0,2239,PIT,76974115.0,88,1.263,71,2014,1,7
51,24,67296350.0,224,30,5294,2179537.6153846155,0.226,2.9,468,462,6006,4,27.9,2002000.0,4,34,501400.0,523,3.27,104,3.46,118,158,162,162,162,8.1,41,46,0.7,109,117,1199,1300,27,32,1438.2,1033,1113,0.292,0.634,84,5905,28.8,3.3,3.56,500,535,577,25.0,16594743.0,39,91,45,56,0.342,2.78,8.0,1294,1284,41,0.0,1810,SDP,85001967.0,77,1.225,57,2014,3,10
44,20,98030060.0,247,32,5450,2744466.0,0.244,2.9,396,463,5974,8,27.5,1700000.0,2,42,2800000.0,512,3.17,115,3.61,112,160,162,162,162,7.7,60,52,0.8,136,137,1328,1240,33,36,1452.0,1008,1064,0.3,0.6759999999999999,95,5977,29.0,3.91,3.42,600,634,554,16.0,3504114.0,39,96,34,35,0.376,2.84,8.2,1232,1317,51,0.0,2047,SEA,107034174.0,87,1.173,80,2014,1,9
46,21,152735333.0,257,42,5523,4079447.190476191,0.255,2.4,427,389,5947,6,28.6,750000.0,8,27,0.0,564,3.5,99,3.58,113,154,162,162,162,8.1,43,57,0.8,132,133,1407,1305,37,35,1449.0,1095,986,0.311,0.6990000000000001,99,6087,31.7,4.1,3.79,636,665,614,5.0,18501449.0,42,56,49,45,0.388,3.11,7.5,1245,1211,46,0.0,2144,SFG,171336782.0,88,1.169,49,2014,3,12
46,24,114533043.0,275,21,5426,3190340.236842105,0.253,2.9,471,470,6069,5,28.5,1000000.0,8,32,0.0,564,3.5,104,3.65,140,154,162,162,162,8.2,86,61,0.8,105,123,1371,1321,28,35,1448.2,1145,1120,0.32,0.6890000000000001,93,6086,27.2,3.82,3.72,585,619,603,11.0,5699886.0,38,57,39,64,0.369,2.6,7.6,1133,1221,55,0.0,2003,STL,121232929.0,90,1.236,44,2014,5,23
43,23,63704707.0,263,24,5516,1920526.15,0.247,3.0,527,482,6131,3,29.3,0.0,3,27,0.0,579,3.56,105,3.56,135,159,162,162,162,7.9,66,58,0.9,117,145,1361,1292,31,27,1463.2,1193,1115,0.317,0.684,96,6205,28.4,3.78,3.86,586,612,625,28.0,13116339.0,40,63,53,43,0.3670000000000001,2.98,8.8,1124,1437,37,0.0,2023,TBR,76821046.0,77,1.212,65,2014,1,22
64,41,129809240.0,260,28,5460,2970863.4680851065,0.256,3.2,417,505,6195,7,28.4,0.0,6,59,1002163.0,711,4.49,89,4.22,148,156,162,162,162,9.5,61,61,1.0,111,160,1400,1510,37,43,1426.1,1066,1143,0.314,0.6890000000000001,92,6026,27.9,3.93,4.77,597,637,773,10.0,8819180.0,47,105,45,41,0.375,2.2,7.0,1162,1110,33,0.0,2049,TEX,139630583.0,67,1.413,61,2014,4,17
55,27,122125961.0,282,24,5549,3832761.405405405,0.259,3.1,502,490,6150,5,29.2,11500000.0,3,21,3000000.0,642,4.0,95,3.97,128,159,162,162,162,8.7,41,57,0.9,177,151,1435,1400,27,23,1443.0,1122,1135,0.32299999999999995,0.736,108,6167,29.6,4.46,4.23,690,723,686,9.0,5186211.0,37,78,40,35,0.414,2.45,7.5,1151,1199,45,0.0,2296,TOR,141812172.0,83,1.31,43,2014,2,16
40,18,149257210.0,265,27,5542,3933446.894736842,0.253,2.2,517,352,6020,2,28.7,0.0,5,23,77160.0,495,3.03,124,3.17,115,157,162,162,162,8.3,56,51,0.7,152,110,1403,1351,29,26,1470.2,1160,1053,0.321,0.7140000000000001,96,6216,28.3,4.23,3.43,635,686,555,8.0,136612.0,38,101,41,60,0.393,3.66,7.9,1304,1288,45,0.0,2178,WSN,149470982.0,96,1.158,37,2014,4,19
50,27,45142733.0,289,48,5649,1968764.128205128,0.264,3.1,490,500,6257,3,26.5,900000.0,1,44,1026500.0,659,4.04,102,4.21,134,161,162,162,162,8.9,33,48,1.1,154,182,1494,1450,40,45,1466.2,1153,1144,0.324,0.738,97,6276,27.1,4.44,4.4,680,720,713,28.0,30465028.0,39,132,57,46,0.414,2.43,7.5,1312,1215,44,0.0,2341,ARI,76781801.0,79,1.33,51,2015,1,12
60,37,55022799.0,251,18,5420,3358739.0606060605,0.251,3.5,471,550,6156,9,28.8,1522500.0,3,33,11263899.0,698,4.41,88,4.34,148,159,162,162,162,9.2,44,53,1.1,100,170,1361,1462,39,45,1425.1,1145,1120,0.314,0.674,87,6034,26.6,3.54,4.69,548,573,760,19.0,44307649.0,33,69,31,67,0.359,2.09,7.2,1107,1148,44,0.0,1948,ATL,110838389.0,67,1.412,53,2015,2,10
48,22,93958315.0,246,20,5485,3183364.2162162163,0.25,3.0,418,483,6085,0,27.9,2566500.0,0,25,1245000.0,646,4.05,102,4.11,127,162,162,162,162,8.8,51,54,1.1,217,174,1370,1406,23,27,1434.2,990,1088,0.307,0.728,97,6007,28.3,4.4,4.28,686,713,693,16.0,22276584.0,37,44,32,20,0.421,2.55,7.7,1331,1233,43,0.0,2307,BAL,117784476.0,81,1.317,46,2015,0,10
51,26,95030446.0,294,33,5640,5242327.9428571435,0.265,3.0,478,478,6225,10,28.2,1522500.0,3,27,42985571.0,694,4.31,100,4.17,127,159,162,162,162,9.2,46,62,1.1,161,178,1495,1486,28,17,1448.1,1142,1127,0.325,0.74,97,6237,28.6,4.62,4.65,706,748,753,4.0,45443277.0,35,71,42,30,0.415,2.55,7.6,1148,1218,40,0.0,2338,BOS,183481478.0,78,1.356,79,2015,1,10
