#Bat,#P,25-Man,2B,3B,AB,Avg_Salary,BA,BB9,BB_x,BB_y,BF,BK,BatAge,Buried,CG,CS,Disabled List,ER,ERA,ERA+,FIP,GDP,GF,GS,G_x,G_y,H9,HBP_x,HBP_y,HR9,HR_x,HR_y,H_x,H_y,IBB_x,IBB_y,IP,LOB_x,LOB_y,OBP,OPS,OPS+,PA,PAge,R/G,RA/G,RBI,R_x,R_y,Rank,Retained,Roster,SB,SF,SH,SLG,SO/W,SO9,SO_x,SO_y,SV,Suspended,TB,Tm,Total Payroll,W,WHIP,WP,Year,cSho,tSho
50,29,106652384.0,272,30,5491,3594427.2972972975,0.244,2.5,567,407,5997,3,26.9,3757500.0,6,37,1000000.0,546,3.36,114,3.3,101,156,162,162,162,7.9,74,46,0.8,171,134,1341,1276,47,38,1461.1,1165,1005,0.321,0.7190000000000001,98,6200,29.3,4.25,3.75,657,689,608,11.0,23656617.0,37,95,35,32,0.398,3.52,8.8,1518,1431,48,0.0,2186,CHC,132993810.0,97,1.152,66,2015,4,21
40,24,94365735.0,260,27,5533,3714858.96875,0.25,2.9,404,474,6181,2,28.2,1950000.0,7,42,507500.0,643,3.98,98,3.82,125,155,162,162,162,8.9,65,62,1.0,136,162,1381,1443,22,34,1452.2,1065,1122,0.306,0.6859999999999999,91,6070,27.8,3.84,4.33,595,622,701,15.0,9052252.0,32,68,37,30,0.38,2.87,8.4,1231,1359,37,13000000.0,2103,CHW,118875487.0,76,1.32,61,2015,4,9
50,28,68445559.0,257,27,5571,3209517.057142857,0.248,3.4,496,544,6271,11,29.5,1525000.0,2,38,22890777.0,700,4.33,92,4.24,112,160,162,162,162,8.9,42,58,1.1,167,177,1382,1436,38,42,1453.1,1148,1157,0.312,0.706,92,6196,27.3,3.95,4.65,613,640,754,18.0,20832787.0,35,134,40,47,0.394,2.3,7.8,1255,1252,35,0.0,2194,CIN,112333097.0,64,1.362,54,2015,1,8
49,27,45520977.0,303,29,5439,2150122.583333333,0.256,2.7,533,425,5904,5,28.0,3907077.0,11,28,680720.0,584,3.67,117,3.62,134,150,161,161,161,8.0,39,48,1.0,141,161,1395,1274,34,27,1432.2,1147,966,0.325,0.725,93,6109,27.3,4.16,3.98,640,669,640,27.0,29817050.0,36,86,50,47,0.401,3.31,8.8,1157,1407,38,0.0,2179,CLE,77404413.0,81,1.186,48,2015,1,10
51,30,74930648.0,274,49,5572,2812125.8157894737,0.265,3.7,388,579,6308,6,28.0,1527500.0,4,43,5862600.0,799,5.04,92,4.56,114,158,162,162,162,10.0,33,48,1.2,186,183,1479,1579,47,42,1426.1,1016,1185,0.315,0.748,89,6071,28.7,4.55,5.21,702,737,844,22.0,25765868.0,38,97,34,44,0.4320000000000001,1.92,7.0,1283,1112,36,0.0,2409,COL,106860781.0,68,1.513,66,2015,1,4
47,27,109879336.0,289,49,5605,4382727.594594595,0.27,3.0,455,489,6188,8,28.3,0.0,7,51,27072978.0,746,4.64,86,4.46,152,154,161,161,161,9.3,41,46,1.2,151,193,1515,1491,36,32,1447.0,1111,1044,0.328,0.748,105,6159,28.7,4.28,4.99,660,689,803,6.0,25208607.0,37,83,35,23,0.42,2.25,6.8,1259,1100,35,0.0,2355,DET,162160921.0,74,1.368,60,2015,4,12
46,24,64818398.0,278,26,5459,2468207.121212121,0.25,2.6,486,423,5965,2,26.3,5545000.0,5,48,11040900.0,572,3.57,110,3.66,102,157,162,162,162,8.2,56,43,0.9,230,148,1363,1308,22,17,1441.0,1036,1024,0.315,0.752,107,6073,29.4,4.5,3.81,691,729,618,25.0,3150680.0,33,121,43,28,0.4370000000000001,3.03,8.0,1392,1280,39,0.0,2383,HOU,81450835.0,86,1.2009999999999998,61,2015,3,13
45,24,111740891.0,300,42,5575,3514717.638888888,0.269,3.0,383,489,6112,2,29.1,2538200.0,2,34,10483450.0,601,3.73,112,4.04,133,160,162,162,162,8.5,77,52,1.0,139,155,1497,1372,28,10,1452.0,1079,1115,0.322,0.7340000000000001,98,6116,30.0,4.47,3.96,689,724,641,13.0,4047582.0,36,104,47,34,0.412,2.37,7.2,973,1160,56,0.0,2298,KCR,126529835.0,95,1.2819999999999998,62,2015,1,8
51,25,106512083.0,243,21,5417,3880722.102564103,0.246,2.9,435,466,6096,4,28.7,4241500.0,2,34,19015000.0,630,3.94,96,4.06,116,160,162,162,162,8.5,58,71,1.0,176,166,1331,1355,34,45,1440.2,1013,1099,0.307,0.7020000000000001,97,5990,28.3,4.08,4.17,621,661,675,8.0,24043722.0,39,52,40,37,0.396,2.62,7.6,1150,1221,46,0.0,2144,LAA,151348162.0,85,1.264,61,2015,2,12
55,31,199977688.0,263,26,5385,7940396.842105263,0.25,2.5,563,395,5932,10,29.6,16826000.0,6,34,20914084.0,553,3.44,107,3.41,135,156,162,162,162,8.2,60,38,0.9,187,145,1346,1317,31,32,1445.2,1121,1000,0.326,0.7390000000000001,106,6090,28.1,4.12,3.67,638,667,595,1.0,70324195.0,38,59,30,49,0.413,3.53,8.7,1258,1396,47,0.0,2222,LAD,301735080.0,92,1.1840000000000002,52,2015,3,21
51,29,28171144.0,236,40,5463,1987203.90625,0.26,3.2,375,508,6050,3,27.9,1015000.0,0,45,15751830.0,638,4.02,95,3.98,133,162,162,162,162,8.7,39,52,0.9,120,141,1420,1374,30,25,1427.0,1059,1091,0.31,0.6940000000000001,93,5988,27.3,3.78,4.19,575,613,678,30.0,19528890.0,32,112,40,71,0.384,2.27,7.3,1150,1152,35,0.0,2096,MIA,63590525.0,71,1.319,53,2015,0,12
49,26,58772714.0,274,34,5480,2765025.6764705884,0.251,3.2,412,517,6148,5,28.1,4120000.0,1,29,1020000.0,682,4.28,93,4.17,130,161,162,162,162,9.0,41,55,1.1,145,176,1378,1432,35,36,1435.0,1026,1106,0.307,0.7,91,6024,28.4,4.04,4.55,624,655,737,24.0,33510458.0,34,84,34,55,0.393,2.44,7.9,1299,1260,40,0.0,2155,MIL,94010873.0,68,1.358,71,2015,0,7
44,24,101448147.0,277,44,5467,3085194.8,0.247,2.6,439,413,6139,2,28.2,2575000.0,2,38,2070081.0,653,4.07,100,4.1,133,160,162,162,162,9.4,40,41,1.0,156,163,1349,1506,31,34,1443.0,993,1110,0.305,0.7040000000000001,92,6017,29.1,4.3,4.32,661,696,700,20.0,3950000.0,35,70,41,30,0.399,2.53,6.5,1264,1046,45,0.0,2182,MIN,107981818.0,83,1.33,54,2015,0,12
49,26,102480260.0,295,17,5527,3044708.6052631573,0.244,2.4,488,383,6046,2,28.6,6837900.0,1,25,5551249.0,557,3.43,111,3.53,130,161,162,162,162,8.3,68,44,0.9,177,152,1351,1341,42,43,1462.2,1098,1045,0.312,0.7120000000000001,96,6145,28.2,4.22,3.78,654,683,613,17.0,1579200.0,38,51,32,29,0.4,3.49,8.2,1290,1337,50,0.0,2211,NYM,115698927.0,90,1.179,46,2015,1,14
56,33,187271441.0,272,19,5567,5563209.325,0.251,2.9,554,474,6191,4,31.4,2542500.0,3,25,24415379.0,652,4.03,101,3.97,105,159,162,162,162,8.7,63,56,1.1,212,182,1397,1416,23,16,1457.2,1151,1120,0.32299999999999995,0.7440000000000001,102,6268,27.4,4.72,4.31,737,764,698,2.0,9939561.0,40,63,54,24,0.421,2.89,8.5,1227,1370,48,507500.0,2343,NYY,222528373.0,87,1.297,78,2015,0,4
52,30,41897450.0,277,46,5600,2364024.411764706,0.251,3.0,475,474,6128,4,27.9,2537500.0,5,29,8772896.0,664,4.14,94,4.13,124,157,162,162,162,8.7,40,47,1.1,146,172,1405,1402,21,19,1444.2,1102,1065,0.312,0.7070000000000001,96,6171,27.8,4.28,4.5,661,694,729,26.0,29468089.0,34,78,38,14,0.395,2.49,7.3,1119,1179,28,0.0,2212,OAK,80376830.0,68,1.2990000000000002,62,2015,3,15
50,30,52800331.0,272,37,5529,4294625.424242424,0.249,3.1,387,488,6332,7,28.0,6302666.0,1,32,33290177.0,749,4.69,82,4.4,119,161,162,162,162,10.0,54,61,1.2,130,191,1374,1592,20,37,1436.1,1066,1214,0.303,0.684,89,6053,28.5,3.86,4.99,586,626,809,9.0,51719664.0,33,88,29,53,0.382,2.36,7.2,1274,1153,35,0.0,2110,PHI,141722639.0,63,1.4480000000000002,60,2015,1,7
46,21,81904030.0,292,27,5631,3013200.1818181816,0.26,2.7,461,453,6215,4,28.2,3548000.0,0,45,14318868.0,532,3.21,121,3.36,115,162,162,162,162,8.4,89,75,0.7,140,110,1462,1392,46,38,1489.2,1166,1150,0.32299999999999995,0.7190000000000001,97,6285,29.6,4.3,3.68,661,697,596,23.0,2759768.0,33,98,41,63,0.396,2.95,8.1,1322,1338,54,0.0,2228,PIT,99435606.0,98,1.239,67,2015,0,13
46,26,93212255.0,260,36,5457,2916628.9729729723,0.243,3.2,426,516,6093,3,27.7,1568000.0,1,29,11029819.0,655,4.09,91,3.93,108,161,162,162,162,8.6,40,54,1.1,148,171,1324,1371,22,35,1440.1,1028,1041,0.3,0.685,91,6019,29.1,4.01,4.51,623,650,731,21.0,3267222.0,37,82,42,52,0.385,2.7,8.7,1327,1393,41,0.0,2100,SDP,107915272.0,74,1.31,54,2015,0,6
51,28,95874782.0,262,22,5544,3819559.787878788,0.249,3.0,478,491,6223,5,28.6,4538400.0,6,45,1383169.0,677,4.16,92,4.14,123,156,162,162,162,8.8,36,70,1.1,198,181,1379,1430,31,41,1463.0,1080,1108,0.311,0.722,101,6131,28.6,4.05,4.48,624,656,726,14.0,25921321.0,33,69,35,38,0.411,2.61,7.9,1336,1283,45,0.0,2279,SEA,126045473.0,76,1.3130000000000002,72,2015,5,12
48,21,133109385.0,288,39,5565,5178156.388888889,0.267,2.7,457,431,6009,4,28.9,3732500.0,7,36,38423837.0,597,3.72,103,3.91,142,155,162,162,162,8.4,49,50,1.0,136,155,1486,1344,30,28,1444.1,1130,1049,0.326,0.732,101,6153,31.5,4.3,3.87,663,696,627,3.0,12322089.0,36,93,37,45,0.406,2.7,7.3,1159,1165,41,0.0,2260,SFG,186413630.0,84,1.229,40,2015,4,18
46,23,128814787.0,288,39,5484,3478393.447368421,0.253,2.9,506,477,6134,5,28.4,3552500.0,1,38,3195000.0,478,2.94,134,3.47,128,161,162,162,162,8.4,66,45,0.8,137,123,1386,1359,47,37,1464.2,1152,1215,0.321,0.716,95,6139,28.2,3.99,3.24,619,647,525,12.0,0.0,38,69,42,39,0.394,2.79,8.2,1267,1329,62,0.0,2163,STL,132178951.0,100,1.254,48,2015,0,15
51,27,52092948.0,278,32,5485,2102361.4857142856,0.252,3.0,436,477,6069,5,28.5,3337500.0,1,45,8440963.0,604,3.74,105,3.91,121,161,162,162,162,8.1,84,46,1.1,167,175,1383,1314,22,23,1453.1,1075,1067,0.314,0.72,100,6071,26.7,3.98,3.96,612,644,642,29.0,12505697.0,35,87,47,19,0.406,2.84,8.4,1310,1355,60,0.0,2226,TBR,73582652.0,80,1.232,81,2015,1,12
57,31,124525876.0,279,32,5511,4011726.5,0.257,3.2,503,508,6215,5,28.7,2560000.0,5,39,13135760.0,680,4.24,100,4.34,99,157,162,162,162,9.1,76,63,1.1,172,171,1419,1459,32,29,1442.2,1130,1154,0.325,0.7390000000000001,98,6187,28.1,4.64,4.52,707,751,733,7.0,14368970.0,38,101,54,43,0.413,2.16,6.8,1233,1095,45,0.0,2278,TEX,152445607.0,88,1.3630000000000002,51,2015,3,9
52,28,106426104.0,308,17,5509,3738099.0270270263,0.269,2.5,570,397,5984,4,29.5,3578100.0,7,23,6382500.0,609,3.8,108,4.09,140,155,162,162,162,8.5,54,59,1.1,232,173,1480,1353,12,20,1441.0,1057,991,0.34,0.797,115,6232,29.2,5.5,4.14,852,891,670,10.0,25214964.0,37,88,62,36,0.457,2.81,7.0,1151,1117,34,0.0,2518,TOR,138309664.0,93,1.214,62,2015,2,10
44,26,146009803.0,265,13,5428,4247566.538461538,0.251,2.3,539,364,5975,4,28.4,507500.0,4,23,17556549.0,577,3.62,110,3.45,129,158,162,162,162,8.6,44,55,0.9,177,145,1363,1366,38,37,1434.2,1114,1036,0.321,0.7240000000000001,96,6117,28.6,4.34,3.92,665,703,635,5.0,2000000.0,39,57,51,55,0.403,3.69,8.4,1344,1342,41,0.0,2185,WSN,165655095.0,83,1.206,39,2015,3,13
50,29,78823003.0,285,56,5665,2796413.7714285715,0.261,3.7,463,603,6437,7,26.7,3561200.0,2,31,1051200.0,821,5.09,88,4.5,117,160,162,162,162,9.7,50,57,1.3,190,202,1479,1563,43,57,1451.1,1113,1193,0.32,0.752,93,6260,26.4,4.64,5.49,709,752,890,22.0,17455091.0,35,137,38,43,0.4320000000000001,2.19,8.2,1427,1318,31,0.0,2446,ARI,97874482.0,69,1.492,69,2016,2,7
60,35,46917344.0,295,27,5514,2745160.942857143,0.255,3.4,502,547,6250,4,28.9,4650000.0,1,34,8116832.0,725,4.51,92,4.32,145,160,161,161,161,8.8,59,70,1.1,122,177,1404,1414,60,55,1447.2,1160,1128,0.321,0.705,89,6192,26.4,4.03,4.84,615,649,779,24.0,41248677.0,35,75,52,64,0.384,2.24,7.6,1240,1227,39,0.0,2119,ATL,96080633.0,68,1.355,83,2016,1,9
47,27,144461083.0,265,6,5524,4294350.0571428565,0.256,3.4,468,545,6122,3,28.5,3061000.0,1,13,2650245.0,671,4.22,102,4.31,119,161,162,162,162,8.8,44,51,1.2,253,183,1413,1408,19,23,1432.0,1065,1111,0.317,0.76,101,6089,27.9,4.59,4.41,710,744,715,10.0,2773173.0,35,19,36,17,0.443,2.29,7.8,1324,1248,54,0.0,2449,BAL,150302252.0,89,1.364,59,2016,0,9
50,26,165121274.0,343,25,5670,5935966.742857142,0.282,3.1,558,490,6073,0,28.5,23874428.0,9,24,19567513.0,640,4.0,112,4.0,137,153,162,162,162,8.4,43,65,1.1,208,176,1598,1342,34,16,1439.2,1162,1060,0.348,0.81,112,6320,29.0,5.42,4.28,836,878,694,3.0,2194948.0,35,83,40,8,0.461,2.78,8.5,1160,1362,43,0.0,2615,BOS,207758836.0,93,1.273,52,2016,1,5
45,26,161378832.0,293,30,5503,5120902.611111111,0.256,3.1,656,495,5933,0,27.4,3230000.0,5,34,2050500.0,511,3.15,133,3.77,107,157,162,162,162,6.9,96,63,1.0,199,163,1409,1125,45,24,1459.2,1217,998,0.343,0.772,104,6335,29.9,4.99,3.43,767,808,556,5.0,19412586.0,36,66,37,42,0.429,2.91,8.9,1339,1441,38,0.0,2359,CHC,184352494.0,103,1.11,80,2016,2,15
50,28,88724466.0,277,33,5550,3706162.4571428574,0.257,3.2,455,521,6196,2,28.3,0.0,7,36,12024268.0,659,4.1,99,4.27,122,155,162,162,162,8.8,53,68,1.2,168,185,1428,1422,16,30,1446.2,1105,1141,0.317,0.727,99,6131,28.6,4.23,4.41,656,686,715,16.0,28966952.0,35,77,44,29,0.41,2.44,7.9,1285,1270,43,0.0,2275,CHW,129715686.0,78,1.3430000000000002,72,2016,1,10
52,32,63783665.0,277,33,5487,2858917.322580645,0.256,4.0,452,636,6348,12,27.8,4953000.0,2,51,11856070.0,786,4.91,87,5.24,129,160,162,162,162,9.1,52,78,1.6,164,258,1403,1457,37,31,1442.0,1014,1168,0.316,0.7240000000000001,91,6094,27.1,4.42,5.27,678,716,854,25.0,10862757.0,31,139,44,58,0.408,1.95,7.7,1284,1241,28,0.0,2238,CIN,88626437.0,68,1.4509999999999998,61,2016,1,8
48,27,61284062.0,308,29,5484,2864088.3243243243,0.262,2.9,531,461,6033,7,29.0,2015000.0,5,31,11875000.0,617,3.84,118,3.91,137,156,161,161,161,8.3,49,34,1.2,185,186,1435,1330,16,34,1445.0,1084,1022,0.329,0.759,96,6155,28.1,4.83,4.2,733,777,676,18.0,30765065.0,37,134,60,31,0.43,3.03,8.7,1246,1398,37,1000000.0,2356,CLE,105971268.0,94,1.239,49,2016,3,11
47,25,88354041.0,318,47,5614,2916277.8378378376,0.275,3.4,494,547,6289,5,27.8,3037000.0,2,39,1289832.0,779,4.91,99,4.38,113,160,162,162,162,9.6,40,70,1.1,204,181,1544,1532,35,38,1429.1,1089,1141,0.336,0.794,97,6236,27.7,5.22,5.31,805,845,860,17.0,16710362.0,37,66,34,54,0.457,2.24,7.7,1330,1223,37,0.0,2568,COL,107902280.0,75,1.455,72,2016,2,9
44,23,163019728.0,252,30,5526,5887626.029411765,0.267,2.9,493,462,6048,4,29.9,2555000.0,3,29,28189200.0,672,4.24,101,4.16,135,158,161,161,161,8.9,53,51,1.1,211,182,1476,1417,32,25,1428.0,1105,1043,0.331,0.769,106,6127,29.0,4.66,4.48,719,750,721,4.0,8675064.0,34,58,38,17,0.438,2.67,7.8,1303,1232,47,0.0,2421,DET,200179285.0,86,1.3159999999999998,44,2016,1,8
43,23,75441606.0,291,29,5545,3039080.6470588236,0.247,2.8,554,453,6180,2,26.4,2507500.0,2,44,6968124.0,663,4.06,97,3.85,134,160,162,162,162,8.8,47,39,1.1,198,181,1367,1441,31,19,1468.0,1086,1075,0.319,0.735,102,6204,28.9,4.47,4.33,689,724,701,20.0,19455584.0,34,102,31,27,0.417,3.08,8.6,1452,1396,44,0.0,2310,HOU,103328742.0,84,1.29,98,2016,1,8
42,21,106349212.0,264,33,5552,4045353.0857142857,0.261,3.2,382,517,6182,7,28.5,1016000.0,3,35,20825000.0,674,4.21,102,4.42,134,159,162,162,162,9.0,45,60,1.3,147,206,1450,1433,23,8,1440.0,1049,1150,0.312,0.7120000000000001,90,6052,29.9,4.17,4.4,640,675,712,14.0,14210664.0,35,121,34,38,0.4,2.49,8.0,1224,1287,41,0.0,2221,KCR,141587358.0,81,1.354,55,2016,0,7
53,30,89878997.0,279,20,5431,5283739.606060606,0.26,3.2,471,498,6120,10,28.5,6071500.0,4,34,39667205.0,676,4.28,94,4.62,147,158,162,162,162,9.4,51,56,1.3,156,208,1410,1480,21,27,1421.1,1037,1129,0.322,0.726,100,6041,28.4,4.43,4.49,686,717,727,7.0,42327190.0,33,73,49,36,0.405,2.28,7.2,991,1136,29,0.0,2197,LAA,174363407.0,74,1.392,47,2016,3,12
55,31,193881011.0,272,21,5518,6718637.35,0.249,2.9,525,464,6014,5,28.9,9090000.0,3,26,13288890.0,598,3.7,109,3.61,120,159,162,162,162,7.8,58,53,1.0,189,165,1376,1266,31,51,1453.0,1106,1017,0.319,0.728,95,6164,28.9,4.48,3.94,680,725,638,1.0,54652847.0,40,45,32,30,0.409,3.25,9.4,1321,1510,47,0.0,2257,LAD,268745494.0,91,1.1909999999999998,58,2016,3,15
53,31,61342038.0,259,42,5547,2100413.6756756757,0.263,3.7,447,595,6164,3,28.3,6199500.0,0,28,0.0,646,4.05,98,3.97,140,161,161,161,161,8.5,54,61,1.0,128,152,1460,1358,40,62,1435.0,1171,1177,0.322,0.716,96,6134,28.0,4.07,4.24,626,655,682,28.0,12832559.0,37,71,38,46,0.394,2.32,8.6,1213,1379,55,0.0,2187,MIA,77715306.0,79,1.361,66,2016,0,12
50,27,49464613.0,249,19,5330,1776034.0285714285,0.244,3.3,599,532,6188,2,27.5,4262100.0,0,56,2517700.0,650,4.08,105,4.37,131,162,162,162,162,9.1,37,66,1.1,194,178,1299,1450,34,33,1434.1,1071,1152,0.322,0.7290000000000001,92,6061,28.1,4.14,4.52,641,671,733,30.0,8299097.0,35,181,39,53,0.407,2.21,7.4,1543,1175,46,0.0,2168,MIL,62161191.0,73,1.382,48,2016,0,7
49,29,61165450.0,288,35,5618,3136917.9677419355,0.251,3.0,513,479,6314,7,26.9,3782000.0,4,32,24241532.0,814,5.08,83,4.57,96,158,162,162,162,10.1,44,41,1.4,200,221,1409,1617,24,26,1443.0,1124,1096,0.316,0.738,98,6245,28.3,4.46,5.49,690,722,889,23.0,8975794.0,31,91,43,27,0.421,2.49,7.4,1426,1191,26,0.0,2367,MIN,97244457.0,59,1.453,83,2016,1,3
46,22,101798286.0,240,19,5459,3887855.6315789474,0.246,2.7,517,439,6067,7,29.5,0.0,1,18,39822605.0,574,3.57,113,3.56,123,161,162,162,162,8.7,62,35,0.9,218,152,1342,1397,43,39,1447.0,1120,1109,0.316,0.733,97,6115,28.4,4.14,3.81,649,671,617,12.0,6117623.0,38,42,41,35,0.417,3.18,8.7,1302,1396,55,0.0,2274,NYM,147738514.0,87,1.269,50,2016,1,13
53,29,159213515.0,245,20,5458,6131760.444444444,0.252,2.8,475,444,6023,2,30.1,1522500.0,0,22,10509409.0,660,4.16,104,4.2,121,162,162,162,162,8.6,42,57,1.3,183,214,1378,1358,19,15,1428.1,1098,1036,0.315,0.72,91,6059,27.9,4.2,4.33,647,680,702,2.0,50238466.0,36,72,49,21,0.405,3.14,8.8,1188,1393,48,0.0,2212,NYY,220743376.0,84,1.262,52,2016,0,10
51,27,27854151.0,270,21,5500,2437620.2352941176,0.246,2.9,442,464,6144,3,28.7,507500.0,2,23,19754414.0,718,4.51,91,4.24,142,160,162,162,162,9.2,33,50,1.2,169,185,1352,1459,19,28,1433.1,1036,1083,0.304,0.6990000000000001,91,6022,27.9,4.03,4.7,634,653,761,27.0,35098597.0,34,50,34,13,0.395,2.56,7.5,1145,1188,42,0.0,2171,OAK,82879088.0,69,1.342,70,2016,1,7
49,27,53797706.0,231,35,5434,2808075.9189189197,0.24,2.9,424,466,6164,9,26.9,6166668.0,4,45,22025303.0,739,4.63,91,4.34,112,158,162,162,162,9.2,58,51,1.3,161,213,1305,1468,33,30,1437.0,1043,1057,0.301,0.685,82,5992,26.3,3.77,4.91,574,610,796,19.0,21909132.0,37,96,30,46,0.384,2.79,8.1,1376,1299,43,0.0,2089,PHI,103898809.0,71,1.346,57,2016,3,12
55,32,57311465.0,277,32,5542,2927004.0,0.257,3.3,561,533,6292,7,28.9,2030000.0,5,45,10861276.0,679,4.21,99,4.3,133,157,162,162,162,9.2,81,68,1.1,153,180,1426,1490,39,28,1450.2,1173,1182,0.332,0.7340000000000001,96,6261,28.6,4.5,4.68,696,729,758,21.0,31267751.0,34,110,36,41,0.402,2.31,7.6,1334,1232,51,0.0,2226,PIT,99518136.0,78,1.395,71,2016,1,5
58,32,21580892.0,257,26,5419,2385933.057142857,0.235,3.6,449,569,6228,3,28.1,1016800.0,1,45,13711664.0,708,4.43,90,4.4,93,161,162,162,162,8.9,58,53,1.1,177,183,1275,1425,30,44,1440.0,965,1138,0.299,0.6890000000000001,86,6001,28.1,4.23,4.75,654,686,770,26.0,48181815.0,35,125,36,36,0.39,2.15,7.6,1500,1222,35,0.0,2115,SDP,83507657.0,68,1.385,67,2016,0,9
54,32,131833221.0,251,17,5583,4186758.657142857,0.259,2.8,506,460,6147,7,30.5,3556000.0,2,28,4036934.0,647,4.0,102,4.3,138,160,162,162,162,8.7,72,55,1.3,223,213,1446,1410,29,30,1457.0,1099,1069,0.326,0.7559999999999999,106,6227,28.8,4.74,4.36,735,768,707,13.0,9931590.0,35,56,41,24,0.43,2.87,8.1,1288,1318,49,0.0,2400,SEA,146536553.0,86,1.283,52,2016,2,8
45,25,176177032.0,280,54,5565,4953523.444444444,0.258,2.7,572,439,6049,6,29.2,4352500.0,10,36,487120.0,593,3.65,109,3.76,120,152,162,162,162,8.2,42,46,1.0,130,158,1437,1334,43,30,1460.1,1188,1037,0.329,0.728,97,6271,30.0,4.41,3.9,675,715,631,6.0,1082965.0,36,79,46,42,0.398,2.98,8.1,1107,1309,43,0.0,2215,SFG,178326844.0,87,1.214,40,2016,3,11
41,21,132790389.0,299,32,5548,4148774.166666666,0.255,3.0,526,475,6164,1,28.5,0.0,2,26,13596500.0,656,4.08,100,3.88,117,160,162,162,162,8.9,70,52,1.0,225,159,1415,1432,28,35,1448.1,1113,1107,0.325,0.767,104,6223,28.0,4.81,4.4,745,779,712,11.0,2968981.0,36,35,41,37,0.442,2.72,8.0,1318,1290,38,0.0,2453,STL,149355870.0,86,1.317,50,2016,2,10
48,25,36226000.0,288,32,5481,1936622.6969696968,0.243,3.1,449,491,6076,7,27.7,3537000.0,1,37,5226100.0,665,4.2,96,4.26,88,161,162,162,162,8.8,69,32,1.3,216,210,1333,1395,20,25,1426.1,1060,1084,0.307,0.733,100,6046,26.9,4.15,4.4,647,672,713,29.0,20177348.0,33,60,28,18,0.426,2.76,8.6,1482,1357,42,0.0,2333,TBR,63908549.0,68,1.3219999999999998,61,2016,1,8
52,31,134724626.0,257,23,5525,4405991.621621622,0.262,3.3,436,534,6186,5,28.4,2033000.0,1,36,21458018.0,700,4.37,104,4.58,114,161,162,162,162,9.0,70,53,1.3,215,201,1446,1441,23,16,1443.0,1038,1100,0.322,0.755,96,6089,28.8,4.72,4.67,746,765,757,8.0,6652924.0,37,99,40,18,0.433,2.16,7.2,1220,1154,56,0.0,2394,TEX,163021690.0,95,1.369,45,2016,0,6
49,29,138232539.0,276,18,5479,4230152.194444444,0.248,2.8,632,461,6113,7,30.0,4083200.0,0,24,1000000.0,613,3.78,113,4.04,153,162,162,162,162,8.3,55,59,1.1,221,183,1358,1340,16,10,1459.1,1120,1069,0.33,0.755,101,6233,29.8,4.69,4.11,728,759,666,9.0,12644767.0,36,54,40,26,0.426,2.85,8.1,1362,1314,43,0.0,2333,TOR,152285479.0,89,1.234,50,2016,0,10
43,24,119216458.0,268,29,5490,3982395.771428572,0.256,2.9,536,468,6036,4,28.8,515900.0,1,39,5869400.0,570,3.51,122,3.58,102,161,162,162,162,7.8,64,57,1.0,203,155,1403,1272,49,43,1459.2,1105,1044,0.326,0.7509999999999999,96,6201,29.1,4.71,3.78,735,763,612,15.0,14207786.0,35,121,63,48,0.426,3.15,9.1,1252,1476,46,0.0,2338,WSN,139383852.0,95,1.192,47,2016,0,12
45,23,81644775.0,314,39,5525,2850540.972222222,0.254,3.2,578,516,6072,5,28.3,1070000.0,2,30,19379200.0,586,3.66,128,3.8,106,160,162,162,162,8.2,54,38,1.1,220,171,1405,1309,44,45,1441.0,1118,1090,0.329,0.774,94,6224,28.7,5.01,4.07,776,812,659,23.0,1572116.0,36,103,27,39,0.445,2.87,9.3,1456,1482,43,0.0,2457,ARI,102619475.0,93,1.266,82,2017,1,11
