#Bat,#P,25-Man,2B,3B,AB,Avg_Salary,BA,BB9,BB_x,BB_y,BF,BK,BatAge,Buried,CG,CS,Disabled List,ER,ERA,ERA+,FIP,GDP,GF,GS,G_x,G_y,H9,HBP_x,HBP_y,HR9,HR_x,HR_y,H_x,H_y,IBB_x,IBB_y,IP,LOB_x,LOB_y,OBP,OPS,OPS+,PA,PAge,R/G,RA/G,RBI,R_x,R_y,Rank,Retained,Roster,SB,SF,SH,SLG,SO/W,SO9,SO_x,SO_y,SV,Suspended,TB,Tm,Total Payroll,W,WHIP,WP,Year,cSho,tSho
49,26,80713434.0,289,26,5584,3006245.0,0.263,3.6,474,584,6306,5,28.7,3342500.0,0,31,1997766.0,756,4.72,93,4.51,137,162,162,162,162,9.1,66,70,1.2,165,192,1467,1463,57,39,1441.1,1127,1161,0.326,0.738,92,6216,29.4,4.52,5.07,706,732,821,21.0,21037983.0,35,77,32,59,0.412,2.15,7.9,1184,1258,36,0.0,2303,ATL,105218575.0,72,1.42,58,2017,0,6
50,26,163655046.0,269,12,5650,5009975.0571428565,0.26,3.6,392,579,6293,6,28.6,8935000.0,1,13,0.0,795,4.97,88,4.96,138,161,162,162,162,9.4,50,60,1.5,232,242,1469,1505,12,21,1441.0,1041,1129,0.312,0.747,100,6140,28.2,4.59,5.19,713,743,841,8.0,7267168.0,35,32,37,10,0.435,2.13,7.7,1412,1233,35,0.0,2458,BAL,175349127.0,75,1.446,53,2017,1,10
49,27,172158546.0,302,19,5669,5522960.736842105,0.258,2.8,571,465,6217,3,27.3,2605000.0,5,31,5941108.0,610,3.7,123,3.78,141,157,162,162,162,8.4,53,49,1.2,168,195,1461,1384,48,18,1482.1,1134,1102,0.329,0.736,92,6338,28.4,4.85,4.12,735,785,668,2.0,30597474.0,38,106,36,9,0.407,3.4,9.6,1224,1580,39,0.0,2305,BOS,209872508.0,93,1.247,43,2017,1,11
47,28,161127834.0,274,29,5496,4780348.222222222,0.255,3.4,622,554,6108,4,27.1,1070000.0,2,31,0.0,636,3.95,112,4.2,134,160,162,162,162,8.0,82,66,1.2,223,194,1402,1294,54,29,1447.1,1147,1071,0.338,0.775,99,6283,30.8,5.07,4.29,785,822,695,9.0,10748400.0,36,62,32,48,0.4370000000000001,2.6,8.9,1401,1439,38,0.0,2403,CHC,172092536.0,92,1.277,73,2017,1,8
51,31,32540383.0,256,37,5513,2879422.933333333,0.256,4.0,401,632,6200,5,26.7,2680000.0,0,31,7571000.0,755,4.78,90,5.17,124,162,162,162,162,8.8,76,68,1.5,186,242,1412,1384,17,36,1421.2,1055,1115,0.314,0.731,96,6059,28.7,4.36,5.06,670,706,820,26.0,45746296.0,30,71,33,35,0.417,1.89,7.6,1397,1193,25,0.0,2300,CHW,86382688.0,67,1.418,67,2017,0,3
47,31,64567947.0,249,38,5484,2755314.371428572,0.253,4.0,565,631,6286,7,27.1,1073000.0,2,39,16021450.0,821,5.17,87,5.08,116,160,162,162,162,9.1,72,77,1.6,219,248,1390,1442,41,37,1430.0,1135,1127,0.329,0.7609999999999999,97,6213,27.6,4.65,5.36,715,753,869,25.0,15403006.0,35,120,42,50,0.433,2.06,8.2,1329,1300,33,0.0,2372,CIN,96436003.0,68,1.45,62,2017,1,8
41,20,115772319.0,333,29,5511,3383562.256410256,0.263,2.5,604,406,5866,1,28.0,1070000.0,7,23,6129713.0,529,3.3,138,3.33,125,155,162,162,162,7.9,50,45,1.0,212,163,1449,1267,30,15,1440.2,1158,980,0.339,0.7879999999999999,104,6234,28.9,5.05,3.48,780,818,564,18.0,10007205.0,39,88,45,23,0.449,3.98,10.1,1153,1614,37,0.0,2476,CLE,131958928.0,102,1.161,48,2017,3,19
41,21,105029084.0,293,38,5534,3980695.4571428574,0.273,3.3,519,532,6177,10,28.3,2152000.0,1,34,0.0,721,4.51,112,4.32,143,161,162,162,162,9.1,44,50,1.2,192,190,1510,1453,46,20,1437.2,1088,1107,0.338,0.7809999999999999,90,6201,27.0,5.09,4.67,793,824,757,16.0,33618391.0,35,59,41,62,0.444,2.39,8.0,1408,1270,47,0.0,2455,COL,139324341.0,87,1.381,69,2017,1,9
49,29,90755330.0,289,35,5556,5385682.4,0.258,3.4,503,538,6298,4,29.6,4226400.0,2,34,18000000.0,846,5.36,84,4.73,128,160,162,162,162,10.1,52,61,1.4,187,218,1435,1587,21,42,1420.1,1104,1143,0.324,0.748,98,6150,28.3,4.54,5.52,699,735,894,5.0,77874916.0,35,65,27,11,0.424,2.23,7.6,1313,1202,32,0.0,2355,DET,188498884.0,64,1.496,53,2017,1,4
46,27,132536382.0,346,20,5611,3467741.925,0.282,3.2,509,522,6111,4,28.8,2535000.0,1,42,835843.0,662,4.12,99,3.91,139,161,162,162,162,8.2,70,70,1.2,238,192,1581,1314,27,17,1446.0,1094,1073,0.34600000000000003,0.823,123,6271,28.5,5.53,4.32,854,896,700,17.0,3284838.0,40,98,61,11,0.478,3.05,9.9,1087,1593,45,0.0,2681,HOU,138709677.0,101,1.27,86,2017,0,9
49,29,125678691.0,260,24,5536,4117439.5,0.259,3.2,390,519,6218,6,28.9,3391100.0,1,31,1046749.0,737,4.61,97,4.43,160,161,162,162,162,9.3,45,52,1.2,193,196,1436,1480,19,24,1437.2,1005,1114,0.311,0.731,93,6027,30.3,4.33,4.88,660,702,791,13.0,19965515.0,36,91,37,17,0.42,2.34,7.6,1166,1216,39,0.0,2323,KCR,148227822.0,80,1.39,48,2017,1,6
55,31,109185825.0,251,14,5415,4747463.114285714,0.243,2.9,523,470,6030,6,30.0,3210000.0,1,44,16095730.0,672,4.2,102,4.43,141,161,162,162,162,8.6,70,44,1.4,186,224,1314,1373,30,25,1440.2,1033,999,0.315,0.7120000000000001,92,6073,29.1,4.38,4.38,678,710,709,10.0,40248286.0,35,136,46,17,0.397,2.79,8.2,1198,1312,43,0.0,2151,LAA,166161209.0,80,1.279,57,2017,1,10
52,26,184284091.0,312,20,5408,6644092.948717949,0.249,2.8,649,442,5925,10,27.9,11675000.0,2,28,22654516.0,543,3.38,123,3.67,119,160,162,162,162,7.6,64,40,1.1,221,184,1347,1226,41,33,1444.2,1146,1011,0.334,0.7709999999999999,104,6191,29.7,4.75,3.58,730,770,580,1.0,41492656.0,39,77,38,31,0.4370000000000001,3.5,9.6,1380,1549,51,0.0,2362,LAD,259119625.0,104,1.155,40,2017,0,16
43,24,72360311.0,271,31,5602,3573083.8387096776,0.267,3.9,486,627,6318,3,28.4,5169000.0,1,30,21441206.0,772,4.82,83,4.69,119,161,162,162,162,9.0,67,75,1.2,194,193,1497,1450,48,59,1442.2,1130,1168,0.331,0.7609999999999999,107,6248,28.7,4.8,5.07,743,778,822,20.0,13782819.0,31,91,41,50,0.431,1.92,7.5,1282,1202,34,0.0,2412,MIA,110765599.0,77,1.44,57,2017,1,7
50,30,57578930.0,267,22,5467,2027799.382352941,0.249,3.4,547,553,6164,2,27.4,9463200.0,1,41,547000.0,642,4.0,110,4.24,116,161,162,162,162,8.6,53,64,1.2,224,185,1363,1381,34,45,1445.2,1088,1130,0.322,0.7509999999999999,94,6135,28.3,4.52,4.3,695,732,697,30.0,6033614.0,34,128,26,42,0.429,2.43,8.4,1571,1346,54,0.0,2346,MIL,68945179.0,86,1.338,50,2017,0,12
52,36,75616449.0,286,31,5557,3560260.911764706,0.26,3.0,593,483,6205,8,27.0,5690000.0,6,28,22830000.0,732,4.59,97,4.72,105,156,162,162,162,9.3,46,69,1.4,206,224,1444,1487,26,37,1436.0,1147,1109,0.334,0.768,104,6261,29.6,5.03,4.86,781,815,788,19.0,19497309.0,34,95,39,26,0.434,2.41,7.3,1342,1166,42,0.0,2410,MIN,121048871.0,85,1.372,52,2017,3,11
52,29,48736470.0,286,28,5510,4235004.647058823,0.25,3.7,529,593,6378,5,28.8,535000.0,2,23,44924726.0,799,5.01,83,4.59,118,160,162,162,162,9.6,57,55,1.4,224,220,1379,1538,31,51,1434.2,1099,1211,0.32,0.755,101,6169,27.5,4.54,5.33,713,735,863,15.0,50270502.0,34,58,37,36,0.434,2.32,8.6,1291,1374,34,0.0,2393,NYM,143990158.0,70,1.485,55,2017,0,5
51,25,164826896.0,266,23,5594,5667323.027027028,0.262,3.1,616,504,6078,4,28.6,2305000.0,2,22,7867680.0,599,3.72,121,3.88,119,160,162,162,162,7.8,64,53,1.2,241,192,1463,1248,22,18,1448.2,1184,1072,0.339,0.785,105,6354,27.8,5.3,4.07,821,858,660,3.0,36170687.0,37,90,56,18,0.447,3.1,9.7,1386,1560,36,0.0,2498,NYY,209690952.0,91,1.209,83,2017,1,7
54,28,31723817.0,305,15,5464,2226578.1818181816,0.246,3.2,565,502,6167,3,28.7,3747500.0,1,22,1437784.0,743,4.67,90,4.57,129,161,162,162,162,9.1,43,61,1.3,234,210,1344,1444,15,17,1431.0,1075,1048,0.319,0.755,104,6126,27.9,4.56,5.1,708,739,826,29.0,39189018.0,33,57,40,13,0.436,2.39,7.6,1491,1202,35,0.0,2381,OAK,73477080.0,75,1.36,84,2017,1,6
51,31,23135934.0,287,36,5535,3250650.25,0.25,3.3,494,527,6235,11,26.6,1605000.0,1,25,16578578.0,729,4.55,95,4.56,128,161,162,162,162,9.2,47,63,1.4,174,221,1382,1471,25,39,1441.0,1079,1130,0.315,0.723,89,6133,26.8,4.26,4.83,654,690,782,22.0,64189622.0,32,59,36,21,0.409,2.48,8.2,1417,1309,33,0.0,2263,PHI,104020808.0,66,1.3869999999999998,50,2017,0,7
47,24,64196313.0,249,36,5458,2805800.8571428573,0.244,3.2,519,511,6208,2,28.2,1605000.0,2,36,16750000.0,676,4.22,101,4.23,120,160,162,162,162,9.1,88,58,1.1,151,182,1331,1464,39,32,1440.2,1129,1155,0.318,0.7040000000000001,86,6136,27.1,4.12,4.51,635,668,731,24.0,14381028.0,35,67,28,42,0.386,2.47,7.9,1213,1262,36,0.0,2105,PIT,98203030.0,75,1.371,58,2017,1,12
52,32,24930424.0,227,31,5356,2435052.4375,0.234,3.5,460,554,6169,11,26.2,9969600.0,2,33,5182750.0,742,4.67,90,4.67,99,160,162,162,162,8.9,53,75,1.4,189,226,1251,1417,20,28,1430.2,1037,1061,0.299,0.6920000000000001,83,5954,27.7,3.73,5.04,576,604,816,27.0,42793983.0,32,89,33,52,0.393,2.39,8.3,1499,1325,45,0.0,2107,SDP,77921678.0,71,1.378,73,2017,1,12
61,40,126620983.0,281,17,5551,4611352.285714285,0.259,3.1,487,490,6132,7,29.5,7066500.0,1,35,23249738.0,713,4.46,94,4.7,131,161,162,162,162,8.7,78,53,1.5,200,237,1436,1399,31,28,1440.1,1084,1039,0.325,0.7490000000000001,103,6166,27.8,4.63,4.77,714,750,772,12.0,10137477.0,35,89,35,14,0.424,2.54,7.8,1267,1244,39,0.0,2351,SEA,161397330.0,78,1.3119999999999998,73,2017,0,9
49,22,171792784.0,290,28,5551,5423051.685714286,0.249,3.1,467,496,6287,3,29.5,6605000.0,3,34,7219058.0,726,4.5,95,4.22,136,159,162,162,162,9.4,36,50,1.1,128,182,1382,1515,37,42,1452.0,1093,1155,0.309,0.6890000000000001,81,6137,28.9,3.94,4.79,612,639,776,4.0,6354972.0,35,76,52,31,0.38,2.49,7.6,1204,1234,32,0.0,2112,SFG,189806809.0,64,1.385,55,2017,2,5
48,25,107961954.0,284,28,5470,3925840.135135135,0.256,3.1,593,493,6153,0,28.0,1747500.0,3,31,6935000.0,646,4.01,106,4.09,139,159,162,162,162,8.6,65,67,1.1,196,183,1402,1393,36,50,1450.1,1118,1097,0.334,0.76,99,6219,28.3,4.7,4.35,728,761,705,14.0,29772125.0,37,81,44,47,0.426,2.74,8.4,1348,1351,43,0.0,2330,STL,145256085.0,83,1.3,38,2017,3,12
53,31,63018694.0,226,32,5478,2119755.6944444445,0.245,3.1,545,503,6099,4,28.3,2675600.0,0,34,6867218.0,638,3.97,106,4.17,115,162,162,162,162,8.2,55,48,1.2,228,193,1340,1324,33,37,1445.0,1114,1060,0.317,0.7390000000000001,99,6147,27.6,4.28,4.35,671,694,704,28.0,6498455.0,36,88,48,16,0.422,2.69,8.4,1538,1352,53,0.0,2314,TBR,76311205.0,80,1.264,83,2017,0,9
51,31,126365185.0,255,21,5430,4537523.333333333,0.244,3.5,544,559,6211,7,28.3,5774990.0,2,44,1074360.0,742,4.66,103,4.88,110,160,162,162,162,9.1,81,74,1.3,237,214,1326,1443,18,22,1434.1,1015,1092,0.32,0.75,91,6122,28.8,4.93,5.04,756,799,816,11.0,33806996.0,36,113,39,27,0.43,1.98,6.9,1493,1107,29,0.0,2334,TEX,163350840.0,78,1.396,63,2017,1,6
60,34,125422069.0,269,5,5499,5344785.342857143,0.24,3.4,542,549,6316,4,30.9,8395700.0,2,24,22811106.0,720,4.42,102,4.31,153,160,162,162,162,9.0,51,48,1.2,222,203,1320,1460,12,25,1465.0,1064,1137,0.312,0.7240000000000001,91,6154,28.8,4.28,4.84,661,693,784,6.0,38864802.0,35,53,35,25,0.412,2.5,8.4,1327,1372,45,0.0,2265,TOR,187067487.0,76,1.371,53,2017,0,6
49,24,164539852.0,311,31,5553,5062190.388888889,0.266,3.1,542,495,6068,5,29.2,1605000.0,3,30,11351707.0,623,3.88,116,3.99,116,159,162,162,162,8.1,31,60,1.2,215,189,1477,1300,56,39,1446.2,1101,1056,0.332,0.782,99,6214,30.1,5.06,4.15,796,819,672,7.0,5952690.0,36,108,45,43,0.449,2.94,9.1,1327,1457,46,0.0,2495,WSN,182238854.0,97,1.241,44,2017,1,5
49,30,109501628.0,259,50,5460,4094988.4857142856,0.235,3.2,560,522,6139,5,29.2,15151500.0,2,25,14124025.0,605,3.72,117,3.91,110,160,162,162,162,8.1,52,57,1.1,176,174,1283,1313,36,43,1463.0,1086,1106,0.31,0.7070000000000001,84,6157,29.6,4.28,3.98,658,693,644,14.0,5630585.0,35,79,45,38,0.397,2.77,8.9,1460,1448,39,0.0,2170,ARI,143324597.0,82,1.254,69,2018,1,9
58,35,73567565.0,314,29,5582,3531064.729729729,0.257,3.9,511,635,6155,8,27.3,5180000.0,2,36,13299094.0,607,3.75,108,3.98,99,160,162,162,162,7.6,66,52,0.9,175,153,1433,1236,53,43,1456.2,1143,1128,0.324,0.742,99,6266,27.7,4.69,4.06,717,759,657,18.0,42392955.0,37,90,43,49,0.417,2.24,8.8,1290,1423,40,0.0,2330,ATL,130649395.0,90,1.284,61,2018,1,11
56,30,69691407.0,242,15,5507,3358781.657894737,0.239,3.7,422,589,6340,8,28.4,3726500.0,2,22,12650000.0,824,5.18,80,4.98,132,160,162,162,162,9.8,57,67,1.5,188,234,1317,1552,19,29,1431.0,1027,1155,0.298,0.6890000000000001,91,6034,27.1,3.84,5.51,593,622,892,20.0,40717656.0,38,81,35,13,0.391,2.04,7.6,1412,1203,28,3000000.0,2153,BAL,127633703.0,47,1.496,81,2018,0,7
44,23,167955780.0,355,31,5623,6316635.0,0.268,3.2,569,512,6166,3,27.7,2180000.0,2,31,18074000.0,608,3.75,117,3.82,130,160,162,162,162,8.1,55,84,1.1,208,176,1509,1305,38,8,1458.2,1124,1143,0.339,0.792,112,6302,28.9,5.41,3.99,829,876,647,1.0,41755860.0,36,125,48,7,0.453,3.04,9.6,1253,1558,46,0.0,2550,BOS,227398860.0,108,1.246,51,2018,0,14
50,35,152092957.0,286,34,5624,5250268.4594594585,0.258,3.8,576,622,6264,3,27.2,2725000.0,1,38,37451220.0,598,3.65,118,4.14,107,162,163,163,163,8.0,78,66,1.0,167,157,1453,1319,67,33,1476.1,1224,1190,0.333,0.7440000000000001,95,6369,30.2,4.67,3.96,722,761,645,4.0,1216894.0,37,66,46,40,0.41,2.14,8.1,1388,1333,46,3200000.0,2308,CHC,194259933.0,95,1.315,46,2018,0,18
51,31,57261542.0,259,40,5523,2244994.0,0.241,4.1,425,653,6339,9,26.5,4935000.0,0,41,5920130.0,772,4.84,87,4.73,99,162,162,162,162,8.8,66,89,1.2,182,196,1332,1405,18,25,1437.0,1050,1180,0.302,0.703,93,6071,27.6,4.05,5.23,639,656,848,29.0,7681442.0,32,98,32,24,0.401,1.93,7.9,1594,1259,34,0.0,2217,CHW,71839808.0,62,1.432,94,2018,0,8
53,32,82511299.0,251,25,5532,3343525.6,0.254,3.3,559,532,6279,8,27.2,4395000.0,1,33,1344890.0,741,4.63,91,4.66,128,161,162,162,162,9.3,65,50,1.4,172,228,1404,1491,35,60,1441.0,1179,1137,0.328,0.7290000000000001,94,6240,27.1,4.3,5.06,665,696,819,25.0,15242487.0,30,77,35,49,0.401,2.36,7.9,1376,1258,38,0.0,2221,CIN,100305768.0,67,1.404,48,2018,0,6
49,27,123670545.0,297,19,5595,4080134.371428572,0.259,2.5,554,407,6071,2,29.4,3277000.0,5,36,12836166.0,611,3.77,116,3.79,98,157,162,162,162,8.3,80,59,1.2,216,200,1447,1349,32,29,1457.1,1147,1051,0.332,0.7659999999999999,105,6300,29.4,5.05,4.0,786,818,648,15.0,5222548.0,35,135,44,25,0.434,3.79,9.5,1189,1544,41,0.0,2430,CLE,142804703.0,91,1.205,54,2018,2,17
41,21,131213168.0,280,42,5541,4113386.9714285713,0.256,3.3,507,525,6154,8,28.7,3277000.0,0,33,7545000.0,699,4.33,108,4.06,114,163,163,163,163,8.5,51,52,1.1,210,184,1418,1378,38,24,1452.1,1067,1052,0.322,0.757,90,6178,27.9,4.79,4.57,748,780,745,13.0,4442400.0,35,95,37,42,0.435,2.68,8.7,1397,1409,51,0.0,2412,COL,143968544.0,91,1.31,70,2018,0,10
49,27,67047516.0,284,35,5494,3968481.484848485,0.241,3.1,428,491,6130,4,27.9,4187600.0,0,30,37720870.0,726,4.58,95,4.59,110,162,162,162,162,9.0,52,60,1.4,135,216,1326,1423,18,20,1425.1,1071,1058,0.3,0.68,85,6029,28.6,3.89,4.91,597,630,796,17.0,24401899.0,33,70,40,15,0.38,2.47,7.7,1341,1215,37,0.0,2085,DET,130959889.0,64,1.3430000000000002,54,2018,0,2
41,22,158520510.0,278,18,5453,4542339.333333333,0.255,2.7,565,435,5913,4,28.2,2189400.0,3,26,556400.0,503,3.11,130,3.23,156,159,162,162,162,7.2,61,66,0.9,205,152,1390,1164,19,4,1455.0,1052,1014,0.329,0.754,109,6146,30.0,4.92,3.3,763,797,534,9.0,4027264.0,36,71,45,14,0.425,3.88,10.4,1197,1687,46,0.0,2319,HOU,163524216.0,103,1.099,67,2018,2,12
49,27,83618228.0,283,29,5505,4331494.033333333,0.245,3.5,427,549,6284,4,28.6,4398500.0,2,38,7189167.0,786,4.94,87,4.66,123,160,162,162,162,9.7,67,51,1.3,155,205,1350,1542,13,28,1432.0,1063,1155,0.305,0.6970000000000001,91,6063,27.6,3.94,5.14,606,638,833,19.0,37811905.0,30,117,40,24,0.392,2.11,7.3,1310,1157,33,0.0,2156,KCR,129944821.0,58,1.46,68,2018,0,8
60,35,91914083.0,249,23,5472,4696891.594594595,0.242,3.4,514,546,6108,3,29.6,1635000.0,1,22,57532566.0,662,4.15,101,4.36,111,161,162,162,162,8.5,73,65,1.3,214,205,1323,1353,38,17,1437.1,1071,1074,0.313,0.726,100,6108,27.5,4.45,4.46,690,721,722,7.0,24194770.0,37,89,39,7,0.413,2.54,8.7,1300,1386,35,0.0,2260,LAA,173784989.0,80,1.321,87,2018,1,9
52,31,160502596.0,296,33,5572,4989551.125,0.25,2.6,647,422,6096,10,28.1,5590000.0,0,24,3908850.0,554,3.38,115,3.6,119,163,163,163,163,7.8,61,61,1.1,235,179,1394,1279,47,39,1476.0,1163,1058,0.333,0.774,109,6358,29.2,4.93,3.74,756,804,610,3.0,30541679.0,40,75,39,39,0.442,3.71,9.5,1436,1565,48,0.0,2461,LAD,199582045.0,92,1.152,39,2018,0,11
51,29,43033514.0,222,24,5488,2961866.4516129037,0.237,3.8,455,605,6236,6,27.5,6200000.0,1,31,15407490.0,762,4.76,77,4.57,119,160,161,161,161,8.7,73,71,1.2,128,192,1303,1388,26,73,1442.0,1123,1101,0.303,0.659,87,6083,27.6,3.66,5.02,554,589,809,26.0,31020460.0,31,45,31,32,0.35700000000000004,2.06,7.8,1384,1249,30,0.0,1957,MIA,91817860.0,63,1.382,47,2018,0,12
53,30,89888839.0,252,24,5542,3027278.222222222,0.252,3.4,537,553,6114,5,28.8,3275700.0,0,32,7321500.0,606,3.73,110,4.01,128,163,163,163,163,7.8,58,61,1.1,218,173,1398,1259,32,34,1461.0,1106,1072,0.32299999999999995,0.747,99,6210,28.8,4.63,4.04,711,754,659,22.0,11383150.0,36,124,41,29,0.424,2.58,8.8,1458,1428,49,0.0,2352,MIL,108982016.0,96,1.24,50,2018,0,14
54,36,56254373.0,318,22,5526,3300272.0,0.25,3.6,534,573,6287,0,28.2,2215000.0,2,27,29213890.0,721,4.5,98,4.39,89,160,162,162,162,8.9,37,80,1.2,166,198,1380,1425,25,34,1443.1,1087,1182,0.318,0.723,95,6154,28.5,4.56,4.78,704,738,775,21.0,29264527.0,35,47,38,19,0.405,2.4,8.6,1328,1377,37,0.0,2240,MIN,115509520.0,78,1.384,59,2018,1,7
56,30,82655203.0,265,34,5468,4551151.121212121,0.234,3.0,566,484,6178,2,28.3,5452000.0,3,39,49831436.0,661,4.07,91,3.97,116,159,162,162,162,8.4,73,71,1.1,170,185,1282,1364,36,32,1460.2,1104,1089,0.312,0.701,97,6177,28.0,4.17,4.36,649,676,707,12.0,15314261.0,33,71,42,28,0.389,2.99,8.9,1404,1446,41,1792000.0,2125,NYM,150187987.0,77,1.265,26,2018,1,15
49,27,148010829.0,269,23,5515,4739425.02631579,0.249,3.1,625,494,6141,4,27.2,3130000.0,2,21,22568376.0,611,3.78,116,3.63,107,160,162,162,162,8.1,62,58,1.1,267,177,1374,1311,21,9,1456.1,1100,1103,0.329,0.7809999999999999,108,6271,28.8,5.25,4.13,821,851,669,6.0,9249414.0,38,63,59,10,0.451,3.31,10.1,1421,1634,49,0.0,2490,NYY,180098151.0,100,1.239,73,2018,2,11
53,34,61525657.0,322,20,5579,2294722.5142857144,0.252,2.9,550,474,6099,2,28.0,6745000.0,2,21,4972604.0,621,3.81,109,4.18,136,160,162,162,162,8.0,76,53,1.1,227,184,1407,1303,18,19,1465.2,1085,1028,0.325,0.764,109,6255,29.2,5.02,4.16,778,813,674,28.0,10118631.0,35,35,44,6,0.439,2.61,7.6,1381,1237,44,0.0,2450,OAK,80315288.0,97,1.212,86,2018,2,14
48,31,97016347.0,241,30,5424,2607436.775,0.234,3.1,582,500,6138,7,26.7,2045000.0,0,26,0.0,665,4.14,101,3.83,102,162,162,162,162,8.5,64,60,1.1,186,171,1271,1366,33,35,1445.2,1120,1073,0.314,0.7070000000000001,89,6136,26.8,4.18,4.49,653,677,728,23.0,6936684.0,40,69,32,32,0.393,2.93,9.1,1520,1465,44,0.0,2130,PHI,104297471.0,80,1.291,81,2018,0,12
48,24,67576415.0,290,38,5447,2677231.205882353,0.254,3.1,474,497,6144,6,27.8,3302000.0,3,38,4670500.0,637,4.0,97,4.06,121,158,161,161,161,8.7,59,69,1.1,157,174,1381,1380,38,43,1434.0,1071,1149,0.317,0.725,98,6066,26.5,4.3,4.3,665,692,693,27.0,17492114.0,34,70,52,31,0.407,2.69,8.4,1229,1336,40,0.0,2218,PIT,91025861.0,82,1.3090000000000002,95,2018,2,16
49,30,50169797.0,250,30,5486,3146776.8181818184,0.235,3.2,471,519,6254,4,26.8,4274200.0,0,36,6764800.0,713,4.4,88,4.1,122,162,162,162,162,8.8,31,68,1.1,162,185,1289,1430,28,28,1457.0,1028,1116,0.297,0.677,87,6059,27.7,3.81,4.73,583,617,767,24.0,44479430.0,33,95,36,35,0.38,2.7,8.6,1523,1399,36,545000.0,2085,SDP,103843635.0,66,1.338,52,2018,0,5
53,32,136839663.0,256,32,5513,4236679.657894737,0.254,2.5,430,400,6073,3,29.8,4025600.0,3,37,13496812.0,664,4.13,99,4.05,128,159,162,162,162,8.7,70,72,1.2,176,195,1402,1396,17,21,1448.2,1084,1016,0.314,0.722,102,6087,29.0,4.18,4.39,644,677,711,10.0,9361340.0,38,79,41,29,0.408,3.32,8.3,1221,1328,60,0.0,2250,SEA,160993827.0,89,1.24,57,2018,1,12
48,27,119689218.0,255,30,5541,6427042.125,0.239,3.2,448,524,6191,4,29.8,3283000.0,1,34,64341827.0,641,3.95,99,3.98,113,161,162,162,162,8.5,49,45,1.0,133,156,1324,1387,40,37,1461.1,1101,1108,0.3,0.667,84,6113,28.6,3.72,4.31,573,603,699,2.0,21136053.0,32,77,42,33,0.368,2.42,7.8,1467,1269,36,0.0,2038,SFG,205665348.0,73,1.308,44,2018,1,15
49,30,113991329.0,248,9,5498,4549564.194444444,0.249,3.7,525,593,6271,4,28.0,2310900.0,1,32,27345600.0,622,3.85,101,3.97,92,161,162,162,162,8.4,80,67,0.9,205,144,1369,1354,40,49,1455.1,1101,1214,0.321,0.73,99,6200,26.7,4.69,4.27,725,759,691,8.0,20907798.0,36,63,48,46,0.409,2.25,8.3,1380,1337,43,0.0,2250,STL,163784311.0,88,1.338,63,2018,1,8
54,31,25668988.0,274,43,5475,1966004.7714285715,0.258,3.1,540,501,5992,6,27.1,8225000.0,0,51,2213706.0,602,3.74,111,3.82,122,162,162,162,162,7.7,101,53,1.0,150,164,1415,1236,17,34,1448.1,1156,1001,0.333,0.74,105,6195,27.1,4.42,3.99,664,716,646,30.0,35944023.0,35,128,50,28,0.406,2.84,8.8,1388,1421,52,0.0,2225,TBR,68810167.0,90,1.199,55,2018,0,14
50,32,96239016.0,266,24,5453,4017857.657142857,0.24,3.1,555,491,6231,8,27.4,3325000.0,1,35,6683451.0,783,4.92,99,4.79,104,161,162,162,162,9.5,88,72,1.4,194,222,1308,1516,16,23,1431.0,1093,1090,0.318,0.722,88,6163,30.4,4.55,5.23,696,737,848,16.0,36936251.0,35,74,34,33,0.404,2.28,7.1,1484,1121,42,0.0,2204,TEX,140625018.0,67,1.403,57,2018,0,5
63,36,81293347.0,320,16,5477,4079625.5945945946,0.244,3.5,499,551,6265,5,28.9,5450000.0,0,30,20481474.0,772,4.85,87,4.53,118,162,162,162,162,9.3,58,67,1.3,217,208,1336,1476,15,19,1433.2,1036,1132,0.312,0.7390000000000001,103,6076,29.3,4.38,5.14,680,709,832,11.0,48740616.0,37,47,37,5,0.4270000000000001,2.36,8.1,1387,1298,39,0.0,2339,TOR,150946147.0,73,1.414,71,2018,0,3
53,31,130197979.0,284,25,5517,5182360.257142857,0.254,3.0,631,487,6087,6,27.6,4481000.0,2,33,8999485.0,649,4.04,106,4.15,104,160,162,162,162,8.2,59,76,1.2,191,198,1402,1320,56,37,1446.0,1180,1067,0.335,0.753,98,6288,30.2,4.76,4.21,737,771,682,5.0,41161720.0,35,119,40,41,0.419,2.91,8.8,1289,1417,40,0.0,2309,WSN,181382609.0,82,1.25,42,2018,1,7
